ID,Player_Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots_On_Target,Conversion_percentage,Big_Chances_Missed,Hit_Woodwork,Offsides,Touches,Passes,Successful_Passes,Passes_Percentage,Crosses,Successful_Crosses,Crosses_Percentage,Final_Third_Passes,Successful_Final_Third_Passes,Final_Third_Passes_Percentage,Through_Balls,Carries,Progressive_Carries,Carries_Ended_with_Goal,Carries_Ended_with_Assist,Carries_Ended_with_Shot,Carries_Ended_with_Chance,Possession_Won,Dispossessed,Clean_Sheets,Clearances,Interceptions,Blocks,Tackles,Ground_Duels,Ground_Duels_Won,gDuels_Percentage,Aerial_Duels,Aerial_Duels_Won,Aerial_Duels_Percentage,Goals_Conceded,xG_Threat_Conceded,Own_Goals,Fouls,Yellow_Cards,Red_Cards,Saves,Saves_Percentage,Penalties_Saved,Clearances_Off_Line,Punches,High_Claims,Goals_Prevented,xG,npxG,xAG,Market_Value_In_Millions
83,Fabio Carvalho,Brentford,Portugal,AM,19,446,2,1,12,0,0,2,1,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,13,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.9,0.9,0.3,14.000
522,Renato Veiga,Chelsea,Portugal,CB,7,177,0,0,3,0,0,1,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0.1,0.1,1.4,25.000
373,Pedro Neto,Chelsea,Portugal,RW,35,2268,4,0,59,8,5,3,1,3,1244,1440,1095,76,133,34,26,560,372,66,4,355,201,0,0,10,8,152,30,4,4,36,17,23,213,113,53,35,12,34,0,0,0,21,8,0,0,0,0,0,0,0,0,1.4,1.4,1.2,50.000
171,Joao Felix,Chelsea,Portugal,ST,12,364,1,1,20,0,0,4,0,1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12.5,11.7,1.9,20.000
91,Youssef Chermiti,Everton,Portugal,ST,4,42,0,0,3,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.4,0.4,1.2,8.000
405,Ricardo Pereira,Leicester City,Portugal,RB,10,385,0,0,2,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.4,8.4,5.5,4.500
263,Diogo Jota,Liverpool,Portugal,ST,26,1194,6,3,51,3,10,14,3,1,536,979,850,87,25,9,36,266,206,77,2,291,170,0,1,3,4,109,22,1,6,21,8,14,198,108,55,35,21,60,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,40.000
129,Ruben Dias,Manchester City,Portugal,CB,27,2269,0,0,21,5,0,1,0,0,2514,1904,1704,90,7,4,57,540,444,82,8,507,242,0,1,9,9,193,1,11,70,60,10,17,284,158,56,40,26,65,0,0,1,12,4,0,0,0,0,0,0,0,0,2,2,0.8,65.000
377,Matheus Nunes,Manchester City,Portugal,RB,26,1673,1,0,9,9,9,2,0,6,1479,223,171,77,24,5,21,102,78,77,2,121,67,0,0,3,6,38,13,7,0,2,1,35,115,47,41,11,4,36,0,0,0,30,4,0,0,0,0,0,0,0,0,2,2,1.9,35.000
460,Bernardo Silva,Manchester City,Portugal,AM,33,2667,4,0,32,23,16,3,0,3,2163,264,155,59,4,1,25,115,53,46,1,94,46,0,0,7,4,40,34,9,0,4,2,56,146,56,38,204,99,49,0,0,0,27,7,0,0,0,0,1,0,0,0,8.2,8.2,3.7,38.000
114,Diogo Dalot,Manchester United,Portugal,RB,33,2813,0,3,25,13,12,2,2,4,2063,299,213,71,8,2,25,165,108,66,1,103,71,2,3,9,6,41,21,8,64,8,0,68,116,39,34,54,22,41,0,0,0,40,5,0,0,0,0,1,0,0,0,2.8,2.8,2.1,30.000
173,Bruno Fernandes,Manchester United,Portugal,AM,36,3024,8,10,96,15,11,10,3,2,2781,1758,1471,84,18,6,33,705,532,76,22,589,254,1,2,9,15,188,43,9,30,29,10,84,426,224,53,38,19,50,0,0,0,32,3,2,0,0,0,0,0,0,0,0.1,0.1,0,50.000
461,Jota Silva,Nottingham Forest,Portugal,LW,31,840,3,1,23,0,0,2,1,8,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,3.7,3.7,0.4,15.000
174,Mateus Fernandes,Southampton,Portugal,CM,36,2919,2,4,42,44,14,6,0,4,1918,949,753,79,59,10,17,432,301,70,14,441,277,4,4,34,23,125,36,1,0,17,1,89,352,170,48,42,13,31,0,0,0,46,8,0,0,0,0,0,0,0,0,10.5,8.9,6.2,15.000
436,Jose Sa,Wolverhampton Wanderers,Portugal,GK,29,2609,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,2,0,0,0,0,0,0,48,44,0,4,2,0,71,60,2,0,0,32,-2.2,1.4,1.4,0.1,7.000
198,Toti Gomes,Wolverhampton Wanderers,Portugal,CB,31,2615,0,0,7,8,7,1,0,4,2110,1616,1256,78,93,23,25,673,470,70,12,350,190,1,1,11,11,132,15,8,147,31,9,61,197,98,50,16,3,19,0,0,0,24,7,0,0,0,0,2,0,0,0,0.2,0.2,0.7,28.000
454,Nelson Semedo,Wolverhampton Wanderers,Portugal,RB,34,2891,0,4,18,9,0,1,1,4,1817,927,813,88,6,2,33,293,240,82,7,133,62,0,0,1,1,114,21,4,84,29,12,62,196,107,55,50,27,54,0,0,0,48,8,0,0,0,0,0,0,0,0,2.9,2.9,1.8,9.000
179,Carlos Forbs,Wolverhampton Wanderers,Portugal,LW,10,232,0,0,2,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.6,0.6,0.3,8.000
94,Chiquinho,Wolverhampton Wanderers,Portugal,LW,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,1.5,0.7,2.000
410,Daniel Podence,Wolverhampton Wanderers,Portugal,LW,2,46,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,3.7,3.1,5.500
209,Goncalo Guedes,Wolverhampton Wanderers,Portugal,LW,29,987,2,4,27,1,0,6,0,3,525,563,478,85,5,1,20,96,73,76,1,78,26,0,0,0,0,53,18,0,3,13,9,16,92,51,55,18,11,61,0,0,0,15,1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,11.000
197,Rodrigo Gomes,Wolverhampton Wanderers,Portugal,LW,25,797,2,0,7,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.7,0.7,1.4,15.000
146,Radu Dragusin,Tottenham Hotspur,Romania,CB,16,1251,0,0,5,13,13,0,0,0,984,325,248,76,8,3,38,125,91,73,2,114,67,2,0,9,7,35,2,2,46,2,0,10,115,40,35,126,31,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.000
499,Kieran Tierney,Arsenal,Scotland,LB,13,252,1,0,2,0,0,1,0,2,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,7.3,7.4,9.000
337,John McGinn,Aston Villa,Scotland,CM,34,2230,1,4,31,20,21,4,0,3,1187,626,467,75,21,5,24,332,230,69,10,273,138,0,1,9,11,59,29,2,14,9,0,33,204,90,44,89,42,47,0,0,0,43,7,0,0,0,0,0,0,0,0,13.5,11.9,3.2,16.000
96,Ryan Christie,Bournemouth,Scotland,CM,29,2131,2,3,33,1,0,0,2,1,1471,620,519,84,41,8,20,194,139,72,1,138,75,0,0,0,4,65,25,4,49,17,10,54,120,71,59,22,15,68,0,0,0,43,9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,10.000
192,Billy Gilmour,Brighton,Scotland,DM,2,97,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.2,2.2,1.9,20.000
403,Nathan Patterson,Everton,Scotland,RB,10,345,0,0,1,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,15.000
78,Tom Cairney,Fulham,Scotland,CM,25,615,2,0,11,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0.5,0.5,1.6,1.500
233,George Hirst,Ipswich Town,Scotland,ST,26,649,3,0,14,0,0,4,0,3,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,3,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,1.3,1.3,1.5,4.000
427,Andrew Robertson,Liverpool,Scotland,LB,33,2492,0,0,15,24,14,2,1,3,2129,632,491,78,76,13,17,350,250,71,3,283,206,3,4,17,10,89,13,6,42,6,1,39,194,91,47,61,24,39,0,0,1,11,3,1,0,0,0,0,0,0,0,1.7,1.7,2.1,18.000
339,Scott McTominay,Manchester United,Scotland,CM,2,17,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.5,50.000
182,Ryan Fraser,Southampton,Scotland,LW,8,306,0,0,1,0,0,0,0,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,3,2.000
480,Ross Stewart,Southampton,Scotland,ST,12,385,1,0,9,0,0,1,0,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,10.9,10.1,2.9,4.000
244,Andy Irving,West Ham United,Scotland,CM,10,162,0,0,4,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,2.5,2.7,4.000
247,Nicolas Jackson,Chelsea,Senegal,ST,30,2238,10,5,76,32,9,19,6,23,769,599,501,84,63,11,18,292,226,77,1,362,242,3,1,37,17,84,41,0,15,10,0,22,208,95,46,30,11,37,0,0,0,35,7,1,0,0,0,0,0,0,0,2.9,2.9,3.5,50.000
445,Ismaila Sarr,Crystal Palace,Senegal,RW,38,2714,8,6,59,2,0,17,2,11,1198,755,661,88,1,0,0,86,54,63,0,161,78,0,0,0,0,45,43,3,38,9,7,22,48,31,65,33,20,61,0,0,0,14,4,0,0,0,0,2,0,0,0,1.6,1.6,0.6,25.000
186,Idrissa Gana Gueye,Everton,Senegal,DM,37,3067,0,3,27,0,0,1,1,0,1930,713,661,93,4,1,25,82,67,82,3,220,142,0,0,0,1,42,38,11,34,4,14,133,32,16,50,14,8,57,0,0,0,55,9,0,0,0,0,0,0,0,0,0.4,0.4,0.4,1.500
368,Iliman Ndiaye,Everton,Senegal,RW,33,2440,9,0,37,7,4,3,0,5,1246,1634,1509,92,17,2,12,580,514,89,7,436,194,0,2,7,10,116,44,7,15,13,0,53,139,69,50,25,14,56,0,0,0,24,3,0,0,0,0,3,0,0,0,0.3,0.3,1,22.000
328,Pape Matar Sarr,Tottenham Hotspur,Senegal,CM,36,1913,3,0,34,3,0,5,1,2,1341,1359,1214,89,3,0,0,226,167,74,4,447,281,0,0,0,0,62,22,1,24,10,11,49,64,42,66,48,19,40,0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,0,32.000
370,Kosta Nedeljkovic,Aston Villa,Serbia,RB,5,121,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.8,0.7,10.000
307,Sasa Lukic,Fulham,Serbia,CM,30,2355,0,2,18,21,2,2,0,0,1546,763,666,87,70,16,23,485,411,85,5,471,256,0,5,28,25,79,8,0,32,6,2,68,206,103,50,3,1,33,0,0,0,66,12,0,0,0,0,0,0,0,0,3.1,3.1,3.2,14.000
344,Nikola Milenkovic,Nottingham Forest,Serbia,CB,37,3330,5,2,29,3,0,4,0,2,1434,1589,1368,86,23,6,26,363,290,80,7,381,202,0,0,0,3,149,0,13,208,34,9,51,268,165,62,82,51,62,0,0,0,20,4,0,0,0,0,2,0,0,0,0,0,0,35.000
147,Martin Dubravka,Newcastle United,Slovakia,GK,10,900,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,29,71,0,0,2,10,2.9,4.1,4.1,2.4,5.000
255,Kim Jisoo,Brentford,South Korea,CB,3,28,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.3,12.3,4.3,0.600
230,Son Heung-Min,Tottenham Hotspur,South Korea,LW,30,2116,7,9,57,7,15,7,4,12,1217,528,437,83,62,10,16,235,178,76,6,279,177,0,1,10,11,83,32,2,16,11,2,17,214,87,41,24,9,38,0,0,0,6,1,0,0,0,0,0,0,0,0,1.8,1.8,1,20.000
226,Hwang Hee-Chan,Wolverhampton Wanderers,South Korea,ST,21,650,2,0,5,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4.3,12.000
418,David Raya,Arsenal,Spain,GK,38,3420,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,34,36,0,1,3,0,86,72,0,0,8,53,2.1,0,0,0.4,40.000
342,Mikel Merino,Arsenal,Spain,CM,28,1581,7,2,38,7,6,8,2,7,846,1368,1062,78,76,19,25,636,446,70,27,419,239,0,3,5,15,179,27,3,23,27,3,46,310,160,52,40,12,30,0,0,0,41,2,1,0,0,0,0,0,0,0,2.8,2.8,0.5,35.000
505,Pau Torres,Aston Villa,Spain,CB,24,2020,0,0,8,15,12,0,1,0,1561,261,160,61,0,0,0,97,47,49,0,62,19,0,0,1,2,19,5,5,74,1,2,21,111,31,28,154,93,60,0,0,0,8,2,0,0,0,0,0,0,0,0,3,2.2,2.6,32.000
187,Andres Garcia,Aston Villa,Spain,RB,7,317,0,0,2,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,7.000
35,Marco Asensio,Aston Villa,Spain,AM,13,745,3,1,24,0,0,4,1,2,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,0,7,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,20.000
34,Kepa Arrizabalaga,Bournemouth,Spain,GK,31,2790,0,0,1,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,1,0,0,0,0,0,0,39,41,0,2,3,0,97,71,0,0,21,22,2.1,3.3,2.3,1.2,10.000
238,Dean Huijsen,Bournemouth,Spain,CB,32,2422,3,2,18,15,8,2,1,2,2044,1476,1326,90,34,6,18,590,502,85,5,422,226,0,1,9,8,156,1,7,194,25,13,36,172,82,48,64,38,59,0,0,0,31,10,0,0,0,0,1,0,0,0,7.2,5.7,8.2,60.000
440,Robert Sanchez,Chelsea,Spain,GK,32,2880,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,0,0,0,0,0,34,36,0,2,5,0,95,74,1,0,0,47,2.1,0,0,0.7,20.000
110,Marc Cucurella,Chelsea,Spain,LB,36,2989,5,1,24,7,20,2,0,3,2321,1741,1465,84,13,3,23,310,202,65,7,388,185,0,1,0,2,146,7,9,80,28,23,67,156,99,64,128,69,54,0,0,0,37,8,1,0,0,0,0,0,0,0,0.2,0.2,0,35.000
213,Marc Guiu,Chelsea,Spain,ST,3,71,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.8,8.000
111,Jorge Cuenca,Fulham,Spain,CB,8,350,0,0,1,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,0.3,0.7,5.000
507,Adama Traore,Fulham,Spain,RW,36,1769,2,7,39,12,5,7,0,1,888,484,393,81,100,30,30,238,190,80,6,315,187,0,4,10,23,87,25,0,4,1,0,20,192,100,52,52,25,48,0,0,0,24,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,9.000
201,Nicolas Gonzalez,Manchester City,Spain,DM,11,763,1,0,9,0,0,2,2,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,21,0,0,16,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,40.000
430,Rodri,Manchester City,Spain,DM,3,73,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,110.000
355,Alex Moreno,Nottingham Forest,Spain,LB,15,959,0,1,6,46,23,0,0,0,587,658,507,77,16,3,19,362,256,71,6,268,145,2,2,24,16,55,6,1,38,3,2,25,202,67,33,83,27,33,0,0,0,12,2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,7.000
413,Pedro Porro,Tottenham Hotspur,Spain,RB,33,2608,2,0,39,9,4,0,3,1,2333,1308,1155,88,80,22,28,359,292,81,0,316,179,0,1,5,5,147,18,5,73,37,5,66,196,104,53,73,46,63,0,0,0,25,5,0,0,0,0,0,0,0,0,3.8,3,4.6,38.000
421,Sergio Reguilon,Tottenham Hotspur,Spain,LB,4,195,0,0,2,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6.000
470,Carlos Soler,West Ham United,Spain,CM,31,1404,1,0,25,10,3,4,1,0,842,960,770,80,20,8,40,286,193,68,9,133,59,0,0,3,2,103,14,0,19,14,10,16,164,102,62,58,39,67,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,18.000
443,Pablo Sarabia,Wolverhampton Wanderers,Spain,AM,23,805,3,0,17,0,0,5,0,5,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,16,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0.2,0.2,3,5.000
388,Robin Olsen,Aston Villa,Sweden,GK,4,225,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,1.2,1.2,1.2,1.000
38,Yasin Ayari,Brighton,Sweden,CM,34,1966,2,1,28,2,0,2,1,3,1310,739,652,88,16,5,31,192,155,81,4,213,74,0,0,2,3,113,22,1,25,13,9,59,152,75,49,18,8,44,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,22.000
79,Jens Cajuste,Ipswich Town,Sweden,DM,30,1976,1,1,12,10,0,0,0,0,1090,348,274,79,38,9,24,151,110,73,1,109,60,0,0,4,0,70,17,0,33,12,3,44,169,63,37,18,6,33,0,0,0,24,2,0,0,0,0,0,0,0,0,0.1,0.1,0,12.000
303,Victor Lindelof,Manchester United,Sweden,CB,16,697,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,7,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1.4,1.4,1.1,8.000
287,Emil Krafth,Newcastle United,Sweden,RB,12,334,0,0,1,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2.000
245,Alexander Isak,Newcastle United,Sweden,ST,34,2769,23,0,99,14,13,18,3,20,1131,1424,1242,87,20,2,10,517,435,84,6,237,132,1,1,9,2,148,55,3,17,22,6,12,303,151,50,54,19,35,0,0,0,27,1,0,0,0,0,0,0,0,0,1.1,1.1,3.1,120.000
156,Anthony Elanga,Nottingham Forest,Sweden,RW,38,2507,6,11,44,19,10,6,1,18,1216,809,655,81,76,21,28,429,331,77,9,413,209,2,3,20,15,97,43,3,20,7,2,19,271,141,52,16,8,50,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1.5,42.000
53,Lucas Bergvall,Tottenham Hotspur,Sweden,CM,27,1206,0,1,12,3,0,0,1,0,959,980,811,83,82,23,28,286,219,77,2,189,107,0,2,2,7,104,19,1,21,25,4,39,155,88,57,67,39,58,0,0,0,20,3,0,0,0,0,0,0,0,0,1.3,1.3,0.4,38.000
289,Dejan Kulusevski,Tottenham Hotspur,Sweden,AM,32,2391,7,4,47,1,0,5,0,5,1424,953,841,88,19,4,21,307,261,85,0,278,162,0,0,0,5,111,74,5,9,22,5,45,204,126,62,26,13,50,0,0,0,48,3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,50.000
11,Manuel Akanji,Manchester City,Switzerland,CB,26,2014,0,0,15,4,5,2,0,0,1900,897,795,89,7,3,43,213,171,80,2,211,96,0,0,4,3,122,5,5,62,27,4,19,241,128,53,36,18,50,0,0,0,17,3,0,0,0,0,1,0,0,0,1.6,1.6,0.4,28.000
450,Fabian Schar,Newcastle United,Switzerland,CB,34,2937,4,0,40,12,14,4,2,4,2360,515,410,80,12,3,25,174,121,70,7,226,119,1,0,11,7,79,6,10,133,12,6,36,286,116,41,55,18,33,0,0,0,35,9,1,0,0,0,0,0,0,0,2.3,2.3,0.9,7.000
518,Enes Unal,Bournemouth,Turkiye,ST,17,331,2,0,20,0,0,3,0,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,4,4.9,10.000
158,Yunus Emre Konak,Brentford,Turkiye,DM,10,36,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.4,0.4,0,4.500
266,Ferdi Kadioglu,Brighton,Turkiye,LB,6,388,1,0,4,0,0,1,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1.1,1.1,1.3,25.000
46,Altay Bayindir,Manchester United,Turkiye,GK,4,360,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,4,0,1.8,1.8,0.6,8.000
560,Oleksandr Zinchenko,Arsenal,Ukraine,LB,15,522,0,0,10,0,0,0,0,1,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,6,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,4.2,4.2,1.1,20.000
559,Illia Zabarnyi,Bournemouth,Ukraine,CB,36,3113,0,0,12,29,14,1,2,0,2092,680,476,70,55,13,24,318,215,68,13,243,146,4,1,15,9,113,3,8,179,9,6,52,203,95,47,89,37,42,0,0,0,20,4,1,0,0,0,0,0,0,0,0.4,0.4,0.1,42.000
555,Yehor Yarmoliuk,Brentford,Ukraine,CM,31,1442,0,0,9,43,21,0,0,2,1016,563,447,79,20,1,5,272,199,73,5,244,119,3,1,24,8,81,21,2,31,8,8,49,197,88,45,66,30,46,0,0,0,19,6,0,0,0,0,0,0,0,0,0.8,0.8,1.6,15.000
360,Mykhailo Mudryk,Chelsea,Ukraine,LW,7,145,0,0,1,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.000
367,Vitaliy Mykolenko,Everton,Ukraine,LB,35,3084,1,0,14,4,7,0,0,3,1744,1015,857,84,29,8,28,316,236,75,3,211,84,0,0,0,2,107,11,10,135,27,9,63,110,56,51,32,19,59,0,0,0,22,4,0,0,0,0,1,0,0,0,0,0,0,28.000
3,Tyler Adams,Bournemouth,United States,DM,28,1965,0,3,9,9,7,2,0,0,1393,586,494,84,19,3,16,227,173,76,8,313,177,1,0,16,11,80,12,4,37,8,5,83,267,129,48,35,10,29,0,0,0,45,7,0,0,0,0,0,0,0,0,1.6,1.6,1,18.000
425,Chris Richards,Crystal Palace,United States,CB,24,1924,1,0,12,35,29,2,0,1,1148,484,314,65,1,1,100,204,107,53,2,73,32,0,0,7,2,50,5,7,113,5,6,47,100,34,34,240,94,39,0,0,0,11,2,1,0,0,0,1,0,0,0,0,0,0,14.000
428,Antonee Robinson,Fulham,United States,LB,36,3167,0,10,16,1,0,1,0,7,2647,1079,964,89,13,0,0,121,82,68,1,289,111,0,0,0,0,69,20,5,123,19,10,95,77,34,44,22,11,50,0,0,0,0,8,0,0,0,0,1,0,0,0,3.1,2.3,2.3,35.000
378,Darwin Nunez,Liverpool,Uruguay,ST,30,1118,5,0,34,12,8,8,0,12,412,348,286,82,33,6,18,180,137,76,3,151,69,1,0,9,6,50,21,0,11,5,2,21,102,43,42,17,7,41,0,0,0,27,8,0,0,0,0,0,0,0,0,0,0,0,45.000
516,Manuel Ugarte,Manchester United,Uruguay,DM,29,1789,1,2,19,12,21,0,0,0,1252,1633,1449,89,31,5,16,421,346,82,2,248,143,1,1,4,3,130,25,1,15,28,16,77,190,109,57,89,32,36,0,0,1,41,11,0,0,0,0,0,0,0,0,0.5,0.5,0.1,45.000
